Book,Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price,Elig,Sire Of Dam
5,9,2976,"Hartwell Farm, Agent V ",,Susie's Saver,,CH   ,Filly,Susie's Saver,Super Saver,Thunder Way,,,,,K & E Bloodstock,39000,,
5,9,2977,"Runnymede Farm LLC, Agent ",,Chess Spectacular,,DB/BR,Colt,Chess Spectacular,Mastery,Titanium Jo,,,,,Emilio Rodriquez,18000,,
5,9,2978,"Eaton Sales, Agent ",,Heartsanddiamonds,,B,Filly,Heartsanddiamonds,Cupid,Tiz a Diamond,,,,,"R.N.A. (19,000)",---,,
5,9,2979,Dixiana Farms LLC ,,Connect to Curlin,,CH   ,Colt,Connect to Curlin,Connect,Tiz Jeweled,,,,,Bob Grayson,40000,,
5,9,2980,"Taylor Made Sales Agency, Agent XLIX ",,Runhappy --- Tiz the Argument,,B,Filly,,Runhappy,Tiz the Argument,,,,,"Legacy Equine Group, Agt for Golden East Horse LLC",35000,,
5,9,2981,"Castle Park Farm LLC (Noel Murphy), Agent XII ",,Plenty of Time,,B,Colt,Plenty of Time,Exaggerator,Tiz Willy,,,,,Angel Castillo,25000,,
5,9,2982,"Columbiana Farm LLC, Agent I ",,Zofzaf,,B,Colt,Zofzaf,Mo Town,Tizza Trick,,,,,Powerstown Stud,110000,,
5,9,2983,"Taylor Made Sales Agency, Agent CLXXVIII ",,B Minor,,CH,Colt,B Minor,Mendelssohn,Tocame Linda,,,,,"Kenneth McPeek, Agent",85000,,
5,9,2984,"Upson Downs Farm, Agent ",,Top Mule,,DB/BR,Filly,Top Mule,Army Mule,Top of the Hill,,,,,"Greg Foley, Agent",40000,,
5,9,2985,"Pope McLean (Crestwood Farm), Agent XVII ",,Splendor Beauty,,CH,Colt,Splendor Beauty,Get Stormy,Touch of Gray,,,,,Claudio Gonzalez,30000,,
5,9,2986,"Denali Stud, Agent VI ",,Saudi Magic,,B,Colt,Saudi Magic,Good Magic,Toula,,,,,Erin Fisher,12000,,
5,9,2987,"Morris B. Floyd & Chuck Givens, Agent ",,Aztec Queen,,CH,Filly,Aztec Queen,Classic Empire,Triumphantly,,,,,Kings Equine,35000,,
5,9,2988,"Penn Sales, Agent for Parkey and Penn ",,Mo Town Blues,,B,Colt,Mo Town Blues,Mo Town,Truffles,,,,,L. G. for Geraldo Romero,30000,,
5,9,2989,"Hill 'n' Dale Sales Agency, Agent ",,Maclean's Music --- Tulsa,,CH,Filly,,Maclean's Music,Tulsa,,,,,Unified Thoroughbred,27000,,
5,9,2990,"Taylor Made Sales Agency, Agent CXLVI ",,North End Lady,,DB/BR,Filly,North End Lady,Violence,Turning Tide,,,,,"Gerry O'Meara, Agent for Frank Bertolino",140000,,
5,9,2991,"Runnymede Farm LLC, Agent ",,Gold Makin Girl,,B,Filly,Gold Makin Girl,Goldencents,Turtle River,,,,,"Kim Smith, Agent",12000,,
5,9,2992,"Hunter Valley Farm, Agent ",,Raed,,DB/BR,Colt,Raed,Tale of Verve,Tuscan Chianti,,,,,Tally Ho Stud,30000,,
5,9,2993,"Lane's End, Agent ",,Twin Candy,,B,Filly,Twin Candy,Twirling Candy,Twinkles,,,,,Black Stone Farm,31000,,
5,9,2994,"Pope McLean (Crestwood Farm), Agent for Eric Antonio Delvalle",,Queen Pulpit,,B,Filly,Queen Pulpit,Speightster,Two Harbors,,,,,"R.N.A. (40,000)",---,,
5,9,2995,"Eaton Sales, Agent for Michael Martin, LLC ",,Outanotch,,B,Filly,Outanotch,Outwork,Up a Notch,,,,,Jesse Evans Jr,12000,,
5,9,2996,"Lane's End, Agent ",,Take It South,,CH,Filly,Take It South,Tonalist,Upstage,,,,,"William Denzik, Agent for Rocket Ship Racing, LLC",37000,,
5,9,2997,"Hill 'n' Dale Sales Agency, Agent I ",,Alice Josephine,,GR/RO,Filly,Alice Josephine,Kantharos,Vaunting,,,,,Travis Murphy,15000,,
5,9,2998,"Denali Stud, Agent LV ",,King of France,,B    ,Colt,King of France,Empire Maker,Versailles Song,,,,,Afterlooter,75000,,
5,9,2999,Stonehaven Steadings ,,Poker Nite At Toms,,GR/RO,Colt,Poker Nite At Toms,Cairo Prince,Walloon,,,,,Equus Thoroughbreds,23000,,
5,9,3000,"Machmer Hall Sales, Agent XXX ",,Twelvetwo,,DB/BR,Colt,Twelvetwo,Always Dreaming,Warranty,,,,,Double O Racing,18000,,
5,9,3001,"Summerfield (Francis and Barbara Vanlangendonck), Agent XXXII",,Infinite Series,,B,Colt,Infinite Series,Tiznow,Waves of Blue,,,,,Out,0,,
5,9,3002,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent II ",,Sue B Dooo,,CH   ,Filly,Sue B Dooo,Mor Spirit,Why Lucy Why,,,,,Jose Camejo,20000,,
5,9,3003,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent II ",,Babieca,,GR/RO,Filly,Babieca,Tapwrit,Wicked Cricket,,,,,Three Brothers,38000,,
5,9,3004,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Arromax,,B,Colt,Arromax,Arrogate,Wicked Lick,,,,,"Mark Glatt, Agent",230000,,
5,9,3005,"Gainesway, Agent X ",,Smokin' Good Time,,GR/RO,Colt,Smokin' Good Time,Tapwrit,Wicked Mizz,,,,,Chris Randall,25000,,
5,9,3006,"Summerfield (Francis and Barbara Vanlangendonck), Agent LVIII",,Noble Lady,,DB/BR,Filly,Noble Lady,Hard Spun,Wildcat Kate,,,,,"R.N.A. (27,000)",---,,
5,9,3007,"Denali Stud, Agent for Bridlewood Farm ",,Bank On It,,GR/RO,Filly,Bank On It,Tapwrit,Harlan's Honor,,,,,Steven Lee,45000,,
5,9,3008,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Cause I'm Wild,,GR/RO,Filly,Cause I'm Wild,Creative Cause,Wild Poppy,,,,,Randy Patterson,70000,,
5,9,3009,"Summerfield (Francis and Barbara Vanlangendonck), Agent for Spendthrift Farm LLC",,Big Creed,,CH   ,Colt,Big Creed,Jimmy Creed,Windy Forecast,,,,,Redcliff,15000,,
5,9,3010,"Hill 'n' Dale Sales Agency, Agent ",,Wine in the Dark,,B,Filly,Wine in the Dark,Mineshaft,Wine Glow,,,,,RyZan Sun Racing,22000,,
5,9,3011,"Summerfield (Francis and Barbara Vanlangendonck), Agent XXIII",,Pioneer Town,,CH,Colt,Pioneer Town,American Freedom,Winter Solstice,,,,,Out,0,,
5,9,3012,"Darby Dan Farm, Agent II ",,Tapfersure,,CH,Colt,Tapfersure,Tapiture,Wonder Again,,,,,Wayne Bakke,42000,,
5,9,3013,"Machmer Hall Sales, Agent XXII ",,Dinberg,,B,Colt,Dinberg,Air Force Blue,Wooden Heart (IRE),,,,,Black Stone Farm,20000,,
5,9,3014,"Eaton Sales, Agent ",,Eagles Landing,,B,Colt,Eagles Landing,Competitive Edge,Wood Not,,,,,Kelly A. Brinkerhoff,35000,,
5,9,3015,"Hunter Valley Farm, Agent ",,Gift of Time,,B,Filly,Gift of Time,Runhappy,W W American,,,,,"Mark Glatt, Agent",85000,,
5,9,3016,"Legacy Bloodstock, Agent XI ",,Batistuta,,DB/BR,Colt,Batistuta,Palace Malice,Yankee Sweetheart,,,,,Black Stone Farm,25000,,
5,9,3017,"Gainesway, Agent XI ",,Amstrong,,GR/RO,Colt,Amstrong,Tapwrit,Abbreviate,,,,,Ohana Racing LLC,51000,,
5,9,3018,"Taylor Made Sales Agency, Agent LXXI ",,T Max,,B,Filly,T Max,Connect,Pleasant Drive,,,,,Ready Made Racing,10000,,
5,9,3019,"Castle Park Farm LLC (Noel Murphy), Agent III ",,Jimmy Creed --- Abounding Love,,DB/BR,Filly,,Jimmy Creed,Abounding Love,,,,,"Hill of Faith Farm, LLC",6000,,
5,9,3020,"Hunter Valley Farm, Agent ",,Grand Daniel,,DB/BR,Colt,Grand Daniel,Klimt,Accusation,,,,,Out,0,,
5,9,3021,"Machmer Hall Sales, Agent for Machmer Hall ",,Hadb,,DB/BR,Colt,Hadb,McCraken,Adele Dazeem,,,,,Lady Matilda,35000,,
5,9,3022,"Taylor Made Sales Agency, Agent CXXV ",,Sweet Melady,,DB/BR,Filly,Sweet Melady,Maclean's Music,A J's Honey,,,,,Gina Fennell & Gerardo Romero,100000,,
5,9,3023,"Taylor Made Sales Agency, Agent LXIII ",,Moon Streak,,B,Filly,Moon Streak,Ransom the Moon,Alpha Charlie,,,,,Redcliff,25000,,
5,9,3024,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent III ",,Thankgodngreyhound,,DB/BR,Colt,Thankgodngreyhound,Twirling Candy,American Princess,,,,,"William Denzik, Agent for Rocket Ship Racing, LLC",18000,,
5,9,3025,"Clarkland Farm, LLC ",,El Cerrito,,B    ,Colt,El Cerrito,Runhappy,Annihilation,,,,,Ortiz Training Stables,12000,,
5,9,3026,"Garrencasey Sales LLC, Agent III ",,Fast Gal,,CH,Filly,Fast Gal,Accelerate,Another Gal,,,,,"Dale Romans, Agent",40000,,
5,9,3027,"Taylor Made Sales Agency, Agent XXXV ",,Polgar,,B,Colt,Polgar,Outwork,April's Promise,,,,,Jose Carrillo,22000,,
5,9,3028,"Legacy Bloodstock, Agent for Jackpot Farm ",,Leonids,,B,Colt,Leonids,Midnight Storm,Areolite,,,,,Bryan Rice,55000,,
5,9,3029,"Machmer Hall Sales, Agent I ",,Freebritney,,B    ,Filly,Freebritney,Klimt,Arrostos,,,,,James McIngvale,27000,,
5,9,3030,"Denali Stud, Agent I ",,Runtoday,,B,Colt,Runtoday,Runhappy,Artistic Life,,,,,James McIngvale,30000,,
5,9,3031,"Taylor Made Sales Agency, Agent XXII ",,Alberta,,DB/BR,Filly,Alberta,Cloud Computing,Ashy Taty,,,,,Salt River Holdings Inc.,8000,,
5,9,3032,"Hunter Valley Farm, Agent I ",,Offaly Cool,,B,Colt,Offaly Cool,Kantharos,Assured,,,,,"Niall Carey / Niall Collum, Agent",30000,,
5,9,3033,"Dixiana Farms LLC, Agent ",,Temple City --- Aviddiva,,B,Colt,,Temple City,Aviddiva,,,,,"J.H. Racing Stable, Inc.",10000,,
5,9,3034,"Taylor Made Sales Agency, Agent CLXXVII ",,Girl Goodbye,,B,Filly,Girl Goodbye,Street Sense,Baby Go Far (BRZ),,,,,M M M Stable,23000,,
5,9,3035,"Bedouin Bloodstock, Agent IV ",,Determinedly,,GR/RO,Colt,Determinedly,Cairo Prince,Bailzee,,,,,John Oxley,80000,,
5,9,3036,"Taylor Made Sales Agency, Agent LXVI ",,Double Sixes,,DB/BR,Colt,Double Sixes,Not This Time,Baylor's Babe,,,,,Out,0,,
5,9,3037,"Taylor Made Sales Agency, Agent XLIV ",,Motown Supreme,,B,Filly,Motown Supreme,Mo Town,Bear Canyon,,,,,Kings Equine,8000,,
5,9,3038,"Denali Stud, Agent LIII ",,Mommy Juice,,B,Filly,Mommy Juice,Sharp Azteca,Beautiful Escape,,,,,Legion Bloodstock. Agent for Grantley Acres,55000,,
5,9,3039,"Gainesway, Agent XLV ",,Bella Miss,,B,Filly,Bella Miss,Sharp Azteca,Bella Fafa (BRZ),,,,,A V K Bloodstock,15000,,
5,9,3040,"Garrencasey Sales LLC, Agent ",,Zadoro,,DB/BR,Colt,Zadoro,Bolt d'Oro,Bernarda,,,,,Out,0,,
5,9,3041,"Summerfield (Francis and Barbara Vanlangendonck), Agent XXXII",,Oh Chic,,B,Colt,Oh Chic,Bolt d'Oro,Berningbrightly,,,,,Out,0,,
5,9,3042,"Eaton Sales, Agent ",,Tapping Out a Tune,,DB/BR,Colt,Tapping Out a Tune,Tapwrit,Bern Obsession,,,,,"R.N.A. (65,000)",---,,
5,9,3043,"Taylor Made Sales Agency, Agent CVII ",,Yesternight,,DB/BR,Filly,Yesternight,Midnight Storm,Better Not Blink,,,,,Lindsay Schultz Racing Stable,50000,,
5,9,3044,"Legacy Bloodstock, Agent XVIII ",,Betyar Azets,,B    ,Filly,Betyar Azets,Sharp Azteca,Betyar,,,,,"R.N.A. (17,000)",---,,
5,9,3045,"Lane's End, Agent ",,Wind Walker,,B,Colt,Wind Walker,Twirling Candy,Blarney Blush,,,,,Eduardo Prado,14000,,
5,9,3046,"Bedouin Bloodstock, Agent ",,Blocks of Magic,,B,Filly,Blocks of Magic,Good Magic,Block,,,,,Jim Zahler,47000,,
5,9,3047,"Sally Thomas, Agent II ",,Augustus Blue,,GR/RO,Colt,Augustus Blue,Point of Entry,Blue Dahlia,,,,,Dan Churilla,16000,,
5,9,3048,"Eaton Sales, Agent ",,Usain d'Oro,,DB/BR,Filly,Usain d'Oro,Bolt d'Oro,Blue Orleans,,,,,"Jason Hall, Agent",55000,,
5,9,3049,"Machmer Hall Sales, Agent XXIX ",,No Quit,,CH,Colt,No Quit,West Coast,Blushing Justine,,,,,Out,0,,
5,9,3050,Dixiana Farms LLC ,,La Grande,,CH   ,Filly,La Grande,Oscar Performance,Bonita Donita,,,,,Stud Dozal,10000,,
5,9,3051,"Denali Stud, Agent IX ",,Love Poem,,B,Filly,Love Poem,Blame,Boom Bam Bing,,,,,"Meah/Lloyd Bloodstock, Agent for Paola Mendoza",12000,,
5,9,3052,"Claiborne Farm, Agent ",,Ain Karim,,DB/BR,Filly,Ain Karim,Blame,Cost,,,,,Buffolo Bloodstock,8000,,
5,9,3053,"Lane's End, Agent ",,Showdown King,,DB/BR,Colt,Showdown King,Mineshaft,B Rockett,,,,,Golf 21/22,95000,,
5,9,3054,"Scott Mallory, Agent IX ",,Exemplified,,DB/BR,Colt,Exemplified,Tapwrit,Bronze Beauty,,,,,Calumet Farm,52000,,
5,9,3055,"Machmer Hall Sales, Agent II ",,Holla At Your Boy,,GR/RO,Colt,Holla At Your Boy,Jimmy Creed,Brooklyn Bites,,,,,Craig Siedler,27000,,
5,9,3056,"Denali Stud, Agent VI ",,Master James Lee,,B,Colt,Master James Lee,Mastery,Bubbles and Babies,,,,,Steven E. Swanson,15000,,
5,9,3057,"Eaton Sales, Agent ",,Call Me Buddy,,B,Colt,Call Me Buddy,Cloud Computing,Bud's Little Edge,,,,,Jay Larry Brumbaugh,62000,,
5,9,3058,"Taylor Made Sales Agency, Agent CLXXVIII ",,Appalachian Trail,,B,Filly,Appalachian Trail,Accelerate,Burren Trail (IRE),,,,,"R.N.A. (12,000)",---,,
5,9,3059,"Lane's End, Agent ",,Judder,,CH,Colt,Judder,Street Boss,Buzz Home,,,,,Eric Antonio Delvalle,52000,,
5,9,3060,"Hunter Valley Farm, Agent ",,American Freedom --- Calidez,,CH   ,Colt,,American Freedom,Calidez,,,,,Ruben Valdez,20000,,
5,9,3061,"Eaton Sales, Agent ",,You Have No Idea,,DB/BR,Filly,You Have No Idea,American Freedom,Call Me Baba,,,,,Forge Ahead Stables LLC,62000,,
5,9,3062,"Taylor Made Sales Agency, Agent CLXXIX ",,Knockzcatoffzfence,,GR/RO,Filly,Knockzcatoffzfence,Tapwrit,Candy d'Oro,,,,,Eddie Ortiz,17000,,
5,9,3063,"Sycamore Bark Thoroughbreds, LLC ",,Strong Finish,,CH,Colt,Strong Finish,Tapwrit,Canopy Lane,,,,,Canopy Lane Farm,30000,,
5,9,3064,"Nursery Place, Agent ",,Midnight Noir,,DB/BR,Colt,Midnight Noir,Flintshire (GB),Canthandlethetruth,,,,,"R.N.A. (9,000)",---,,
5,9,3065,Stonehaven Steadings ,,Perfect Wish,,DB/BR,Filly,Perfect Wish,Midshipman,Can You Talk,,,,,Scott Gelner,70000,,
5,9,3066,"Taylor Made Sales Agency, Agent XXXVIII ",,Charlie Whiskey,,CH,Colt,Charlie Whiskey,Classic Empire,Cara Mia,,,,,Rafael Matos,35000,,
5,9,3067,"Taylor Made Sales Agency, Agent XLI ",,Be Sharp,,DB/BR,Filly,Be Sharp,Sharp Azteca,Cascabella,,,,,"R.N.A. (14,000)",---,,
5,9,3068,"Taylor Made Sales Agency, Agent LI ",,Legal Catch,,CH,Colt,Legal Catch,Distorted Humor,Catch the Fire,,,,,Out,0,,
5,9,3069,"Gainesway, Agent X ",,Fortune Teller,,DB/BR,Filly,Fortune Teller,Hard Spun,Catch the Magic,,,,,"Maram, LLC",32000,,
5,9,3070,"Taylor Made Sales Agency, Agent XL ",,Happy Am I,,B,Filly,Happy Am I,Runhappy,Cat Dance,,,,,Wildcat Racing,50000,,
5,9,3071,"Machmer Hall Sales, Agent II ",,Convidada,,B    ,Filly,Convidada,Ransom the Moon,Catlanta,,,,,Emerald Pond Farm,35000,,
5,9,3072,Mulholland Farm ,,Norfie,,B,Colt,Norfie,Accelerate,Cat Walk,,,,,Cal Rock,72000,,
5,9,3073,"Darby Dan Farm, Agent VII ",,Mutola,,GR/RO,Filly,Mutola,Cairo Prince,Causeway Lady,,,,,Out,0,,
5,9,3074,"Summerfield (Francis and Barbara Vanlangendonck), Agent XXIII",,He's Connected,,B,Colt,He's Connected,Connect,Ceremonious,,,,,Out,0,,
5,9,3075,"Machmer Hall Sales, Agent for Machmer Hall ",,Cuvier,,CH,Colt,Cuvier,Collected,Chasing the Moon,,,,,"Sallusto & Albina, Agent for Thorostock",80000,,
5,9,3076,"Machmer Hall Sales, Agent for WinStar Farm Bred & Raised ",,Gold Crown,,B,Filly,Gold Crown,Always Dreaming,Cherokee Jewel,,,,,"R.N.A. (47,000)",---,,
5,9,3077,"Hunter Valley Farm, Agent ",,Al Masmak,,DB/BR,Colt,Al Masmak,Good Samaritan,Christmas Carol,,,,,Angel Hernandez,12000,,
5,9,3078,"Upson Downs Farm, Agent ",,Tap and Chu,,B,Filly,Tap and Chu,Tapizar,Chu and You,,,,,Thomas J. Schuh,50000,,
5,9,3079,"Eaton Sales, Agent ",,Packs a Wahlop,,GR/RO,Colt,Packs a Wahlop,Creative Cause,City by the Bay,,,,,V C Racing,27000,,
5,9,3080,"Eaton Sales, Agent ",,Maple Leaf Mel,,GR/RO,Filly,Maple Leaf Mel,Cross Traffic,City Gift,,,,,Paul Neatherlin,18000,,
5,9,3081,"Taylor Made Sales Agency, Agent XCIV ",,Racethroughthecity,,CH,Filly,Racethroughthecity,Accelerate,City Siren,,,,,"James DiVito, Agent",60000,,
5,9,3082,"Eaton Sales, Agent ",,Bolt Above,,DB/BR,Colt,Bolt Above,Bolt d'Oro,Class Above,,,,,John Oxley,95000,,
5,9,3083,"Scott Mallory, Agent XIV ",,Listentothemusic,,B,Colt,Listentothemusic,Maclean's Music,Cleopatra's Finest,,,,,Reeves Thoroughbred Racing,80000,,
5,9,3084,"Lane's End, Agent ",,Lord Donegal,,CH,Colt,Lord Donegal,Noble Mission (GB),Clever Run,,,,,Jerry Crawford for Donegal Racing,155000,,
5,9,3085,"Columbiana Farm LLC, Agent IV ",,Secret Statement,,B,Filly,Secret Statement,Runhappy,Closing Statement,,,,,"R.N.A. (47,000)",---,,
5,9,3086,"Gainesway, Agent XXXII ",,Collective Gold,,B,Filly,Collective Gold,Collected,Coarsegold,,,,,"Spring Creek Ranch, LLC",18000,,
5,9,3087,"Timber Town (Mr. & Mrs. T. Wayne Sweezey), Agent IV ",,Sam Malone,,B,Colt,Sam Malone,Bolt d'Oro,Colby Cakes,,,,,Out,0,,
5,9,3088,"Legacy Bloodstock, Agent XI ",,Ginettes On Fire,,DB/BR,Filly,Ginettes On Fire,Always Dreaming,Congregation,,,,,Carole Star Stables,30000,,
5,9,3089,"Clarkland Farm, LLC ",,Collected Glory,,GR/RO,Filly,Collected Glory,Collected,Conkate,,,,,Thoro Ventures,40000,,
5,9,3090,"Gainesway, Agent for Walmac Farm, LLC ",,Balenciaga Betty,,DB/BR,Filly,Balenciaga Betty,Cairo Prince,Conquest Bandido,,,,,"Larry Zap, agent for Matt Dohman",120000,,
5,9,3091,"Summerfield (Francis and Barbara Vanlangendonck), Agent IX ",,My Code,,DB/BR,Colt,My Code,Honor Code,Copper Beauty,,,,,Out,0,,
5,9,3092,"Taylor Made Sales Agency, Agent CLXXVI ",,Every Time,,CH,Filly,Every Time,Not This Time,Coral Way,,,,,"Maram, LLC",25000,,
5,9,3093,"Pope McLean (Crestwood Farm), Agent ",,Cosmic Storm,,GR/RO,Colt,Cosmic Storm,Get Stormy,Cosmic Energy,,,,,Ohana Racing LLC,45000,,
5,9,3094,"Clarkland Farm, LLC ",,Love N Honor,,DB/BR,Filly,Love N Honor,Honor Code,Crazy Lucky,,,,,Out,0,,
5,9,3095,"Gainesway, Agent XXXVII ",,Hardy Choice,,B,Colt,Hardy Choice,Hard Spun,Critic's Choice,,,,,Parrish Farms,62000,,
5,9,3096,"Pope McLean (Crestwood Farm), Agent ",,Danny Whizz Bang,,CH   ,Colt,Danny Whizz Bang,Commissioner,Crocodile Tuff,,,,,Paul Aguirre,40000,,
5,9,3097,"Gainesway, Agent VII ",,Feathering,,DB/BR,Filly,Feathering,Empire Maker,Curls in Place,,,,,John O'Meara,40000,,
5,9,3098,"Scott Mallory, Agent II ",,Mendrel,,DB/BR,Filly,Mendrel,Blame,Custody,,,,,Erin Fisher,5000,,
5,9,3099,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Pine Cove,,DB/BR,Colt,Pine Cove,Mo Town,Daddy's Diva,,,,,"Royal Colors Racing, LLC",45000,,
5,9,3100,"Hill 'n' Dale Sales Agency, Agent ",,Stubborn Streak,,DB/BR,Colt,Stubborn Streak,Army Mule,Dance for Daddy,,,,,"R.N.A. (24,000)",---,,
5,9,3101,"Hill 'n' Dale Sales Agency, Agent ",,Soul Heir,,B    ,Filly,Soul Heir,Flintshire (GB),Dance With Giants,,,,,Mom Dukes Stables,5000,,
5,9,3102,"Lane's End, Agent ",,Dogtown Diva,,B,Filly,Dogtown Diva,Arrogate,Daring Diva (GB),,,,,Reckless Racing Stable,57000,,
5,9,3103,"Woods Edge Farm (Peter O'Callaghan), Agent ",,Zilbuhar,,CH   ,Colt,Zilbuhar,Midshipman,Dark Channel,,,,,A V K Bloodstock,22000,,
5,9,3104,"Hunter Valley Farm, Agent ",,Takes All Kinds,,DB/BR,Filly,Takes All Kinds,Kantharos,Davida,,,,,Out,0,,
5,9,3105,"Pope McLean (Crestwood Farm), Agent ",,Pontresina,,CH   ,Filly,Pontresina,Get Stormy,Daydawn (IRE),,,,,Summit Equines LLC,37000,,
5,9,3106,"Legacy Bloodstock, Agent XXII ",,Gormley --- Deesadiva,,CH,Filly,,Gormley,Deesadiva,,,,,Out,0,,
5,9,3107,"Bluewater Sales LLC, Agent XIX ",,Honor Lord,,B    ,Colt,Honor Lord,Honor Code,Delicatus,,,,,"Oracle Bloodstock, Agent",55000,,
5,9,3108,"Denali Stud, Agent for WinStar Farm Bred & Raised ",,Lungo Po,,B    ,Colt,Lungo Po,Speightster,Blessings First,,,,,Double O Racing,22000,,
5,9,3109,"Machmer Hall Sales, Agent for Machmer Hall ",,Magic Miss,,CH,Filly,Magic Miss,Good Magic,Diplomatic Miss,,,,,Small Miracle Racing,82000,,
5,9,3110,Keene Ridge Farm ,,Power Solution,,DB/BR,Colt,Power Solution,Street Boss,Discreet Power,,,,,"Firetower Partners /Kirkwood, Agent",30000,,
5,9,3111,"Taylor Made Sales Agency, Agent CLXXVII ",,Divina Dulce,,DB/BR,Filly,Divina Dulce,Sharp Azteca,Divina Luz (BRZ),,,,,Taproot for Steven C Bacon,25000,,
5,9,3112,"Scott Mallory, Agent III ",,Dooit,,DB/BR,Filly,Dooit,Cairo Prince,Doolittle,,,,,"Dale Romans, Agent / Frank Jones",45000,,
5,9,3113,"Bluewater Sales LLC, Agent XX ",,Dose's Dream,,DB/BR,Colt,Dose's Dream,Always Dreaming,Double Dose,,,,,Andrew Moran,80000,,
5,9,3114,"Lane's End, Agent ",,Kitter Kat,,B,Colt,Kitter Kat,Kitten's Joy,Dream Prospect,,,,,Shawn Monroe,8000,,
5,9,3115,"Runnymede Farm LLC, Agent ",,Dream Warrior,,CH,Filly,Dream Warrior,Will Take Charge,Dream to Dream,,,,,Vision Equine,87000,,
5,9,3116,"Taylor Made Sales Agency, Agent C ",,Haiuao Alarb,,GR/RO,Colt,Haiuao Alarb,Munnings,Drunk Philosophy,,,,,Out,0,,
5,9,3117,"Gainesway, Agent X ",,Rock Warrior,,B,Colt,Rock Warrior,Empire Maker,Duke's Dream,,,,,Out,0,,
5,9,3118,"Gainesway, Agent XXVI ",,Chicago's Gray,,GR/RO,Colt,Chicago's Gray,Tapwrit,Dulce Arabe (CHI),,,,,Katuska Arenas,16000,,
5,9,3119,"Gainesway, Agent XXXIII ",,Valdikava,,CH,Filly,Valdikava,Mastery,D'ya Knowwhatimean,,,,,Cool Hill Farm,25000,,
5,9,3120,"Taylor Made Sales Agency, Agent XLVIII ",,Hakaishin,,B,Colt,Hakaishin,Runhappy,Elarose,,,,,Out,0,,
5,9,3121,"Legacy Bloodstock, Agent XXXIII ",,Lorient,,GR/RO,Filly,Lorient,Cairo Prince,Eloquent,,,,,Jupiter Farm,10000,,
5,9,3122,Mulholland Farm ,,Mobe Town,,B,Colt,Mobe Town,Mo Town,Empress of Midway,,,,,G.O.P. Racing Stable,20000,,
5,9,3123,"Taylor Made Sales Agency, Agent CXVI ",,Only in Minnesota,,CH,Colt,Only in Minnesota,Practical Joke,Evasive Storm,,,,,"Lothenbach Stables, Inc.",95000,,
5,9,3124,"Hill 'n' Dale Sales Agency, Agent ",,Velikiy,,B    ,Filly,Velikiy,Army Mule,Ever Elusive,,,,,Jose Silva,32000,,
5,9,3125,"Gainesway, Agent XXXVII ",,Marley Luck,,B,Colt,Marley Luck,Tapwrit,Everything Sweet,,,,,St. George Stable LLC,30000,,
5,9,3126,"Hartwell Farm, Agent VIII ",,Forty Winks,,B,Filly,Forty Winks,Always Dreaming,Evrobi,,,,,Hartwell Racing,55000,,
5,9,3127,"Elm Tree Farm LLC (Mr. and Mrs. Jody Huckabay), Agent IV ",,West Coast --- Exchange Cat,,B,Colt,,West Coast,Exchange Cat,,,,,Out,0,,
5,9,3128,"Taylor Made Sales Agency, Agent CXLVI ",,Absolute Myeongjak,,DB/BR,Filly,Absolute Myeongjak,Always Dreaming,Favorably,,,,,Adalberto Lozano,23000,,
5,9,3129,"Hunter Valley Farm, Agent ",,Top Look,,B    ,Filly,Top Look,The Factor,Felicidades,,,,,"R.N.A. (39,000)",---,,
5,9,3130,"Claiborne Farm, Agent ",,First Samurai --- Field,,CH,Filly,,First Samurai,Field,,,,,"Meah/Lloyd Bloodstock, Agent for Paola Mendoza",5500,,
5,9,3131,"Pope McLean (Crestwood Farm), Agent ",,Wizard of Westwood,,DB/BR,Colt,Wizard of Westwood,Tu Brutus (CHI),Figrare,,,,,"Patrice Miller, Agent",20000,,
5,9,3132,"Claiborne Farm, Agent ",,Somebody's Problem,,DB/BR,Filly,Somebody's Problem,Runhappy,Firsthand Report,,,,,Out,0,,
5,9,3133,"Machmer Hall Sales, Agent X ",,How Sweet She Is,,B,Filly,How Sweet She Is,Good Samaritan,Forget It,,,,,Out,0,,
5,9,3134,"Lane's End, Agent ",,Money Is Time,,DB/BR,Filly,Money Is Time,Not This Time,Free Money,,,,,"R.N.A. (27,000)",---,,
5,9,3135,"Clarkland Farm, LLC ",,Barefoot Samurai,,CH   ,Colt,Barefoot Samurai,Lea,Gem On Top,,,,,"Kim Smith, Agent",12000,,
5,9,3136,"Eaton Sales, Agent ",,Golden Joy,,B,Filly,Golden Joy,Goldencents,Get Back Anne,,,,,New Team,67000,,
5,9,3137,"Hartwell Farm, Agent V ",,It Can't Hurt,,DB/BR,Colt,It Can't Hurt,Midnight Lute,Getinthereonetime,,,,,Dialed In Racing Stable,5000,,
