Session,Hip,PropertyLine1,PropertyLine2,Description,DOB,Color,Sex,Horse Name,Sire,Dam,CoveringSire,LastService,Pregnancy,SoldAs,Purchaser,Price
9,3148,"Gainesway, Agent IV ","","Driving Rain","02/21/2005","DB/BR",Mare,"Driving Rain","Storm Cat","Efficiently","Raging Bull (FR)","04/06/2022","pregnant","Broodmare","S.I.A.D.B.",12000
9,3149,"Warrendale Sales, Agent for Live Oak Stud ","","Dynatown","04/18/2015","CH   ",Mare,"Dynatown","Speightstown","Dynaslew","Win Win Win","04/24/2022","not pregnant","Broodmare","Connie Brown",3000
9,3150,"Hunter Valley Farm, Agent ","","Ekati Morning","03/07/2014","DB/BR",Mare,"Ekati Morning","Tale of Ekati","Morning Cry","Danish Dynaformer","05/19/2022","pregnant","Broodmare","R.N.A. (1,700)",---
9,3151,"KatieRich Farms ","","Elusive Bitcoin","02/08/2017","B",Mare,"Elusive Bitcoin","Elusive Quality","Estrella de Oro (GB)","Instilled Regard","05/28/2022","pregnant","Broodmare","William Nicks",1000
9,3152,"Taylor Made Sales Agency, Agent CI ","","Essence of Audre","04/30/2011","GR/RO",Mare,"Essence of Audre","Exchange Rate","El Prado Essence","Basin","05/04/2022","pregnant","Broodmare","R.N.A. (27,000)",---
9,3153,"Brookdale Sales, Agent ","","Eye of Taurus","03/08/2006","B",Mare,"Eye of Taurus","Aldebaran","Ocean Shore","West Coast","06/10/2022","not pregnant","Broodmare","Mark Reisinger",3200
9,3154,"Brookdale Sales, Agent for Audley Farm Equine LLC ","","Broken Sound","02/01/2022","GR/RO",Colt,"Broken Sound","The Factor","Fairytale Ending (IRE)","","","","Weanling","Out",0
9,3155,"KatieRich Farms ","","Fashionablyawesome","02/03/2015","DB/BR",Mare,"Fashionablyawesome","Awesome Again","Fashion Insider","","","not mated","Broodmare","Harper Ridge Thoroughbreds",1100
9,3156,"Cara Bloodstock (Bernard McCormack), Agent I ","","Fiannas Song","02/17/2019","DB/BR",Filly,"Fiannas Song","Violence","Druidess","","","","Broodmare Prospect","R.N.A. (9,500)",---
9,3157,"Taylor Made Sales Agency, Agent CXLV ","","Field Truffle","05/07/2017","B",Mare,"Field Truffle","Field Commission","Imtheblues","Rogueish","02/18/2022","pregnant","Broodmare","Crystal Lanum",1400
9,3158,"Hunter Valley Farm, Agent for Spendthrift Farm LLC ","","Fleeting Glimpse","03/25/2018","CH   ",Mare,"Fleeting Glimpse","Malibu Moon","Masasi","Beau Liam","02/22/2022","pregnant","Broodmare","Steve Long Thoroughbreds",15000
9,3159,"Greenfield Farms, Agent for Sierra Farm ","","Fontanne","05/04/2009","DB/BR",Mare,"Fontanne","Distorted Humor","Double Cat","Tacitus","02/17/2022","pregnant","Broodmare","Nova Stables & Bill Anderson",16000
9,3160,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Fought the Fight","02/13/2011","B",Mare,"Fought the Fight","War Front","Mazel Tov","Divisidero","02/27/2022","pregnant","Broodmare","Out",0
9,3161,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Buster's Way","02/05/2022","CH   ",Colt,"Buster's Way","Preservationist","Fought the Fight","","","","Weanling","Ramiro Salazar, Agent",15500
9,3162,"Indian Creek, Agent ","","Fox Green","02/13/2013","DB/BR",Mare,"Fox Green","War Front","Tare Green","Catholic Boy","03/17/2022","pregnant","Broodmare","Out",0
9,3163,"Paramount Sales, Agent IV ","","Full Orbit","04/10/2015","DB/BR",Mare,"Full Orbit","Midshipman","Questmet","Higher Power","03/25/2022","pregnant","Broodmare","Crystal Lanum",1200
9,3164,"Eaton Sales, Agent ","","Fun N Tears","02/06/2019","CH",Filly,"Fun N Tears","Daredevil","My Ekati Cat","","","","Broodmare Prospect","William Nicks",1000
9,3165,"Penn Sales, Agent for Venneri and Giardino ","","Staygoldponyboy","03/14/2022","B    ",Colt,"Staygoldponyboy","Goldencents","Furthermore","","","","Weanling","Big Oak Farm",2500
9,3166,"Taylor Made Sales Agency, Agent CXIX ","","Furtive Glance","04/03/2014","DB/BR",Mare,"Furtive Glance","Elusive Quality","Eye of Taurus","Protonico","04/12/2022","pregnant","Broodmare","Vince Bachofer",6000
9,3167,"Taylor Made Sales Agency, Agent CLIII ","","Gem Sleuth","04/01/2004","B    ",Mare,"Gem Sleuth","Officer","Gem Treck","Improbable","03/01/2022","pregnant","Broodmare","WinForce Thoroughbreds",13000
9,3168,"Greenfield Farms, Agent for Sierra Farm ","","General Consensus","03/01/2005","B",Mare,"General Consensus","Giant's Causeway","Shootforthestars","Raging Bull (FR)","02/22/2022","pregnant","Broodmare","Out",0
9,3169,"Moonestone Sales, Agent I ","","Generata","02/20/2011","GR/RO",Mare,"Generata","Mizzen Mast","Gateway","Cupid","05/25/2022","pregnant","Broodmare","Harry Landry",8000
9,3170,"Moonestone Sales, Agent I ","","Gipnos","05/04/2022","GR/RO",Colt,"Gipnos","Always Dreaming","Generata","","","","Weanling","John Black",5500
9,3171,"Brookdale Sales, Agent for Sinatra Thoroughbred Racing and Breeding","","Ghost of Sage Cat","02/22/2009","B",Mare,"Ghost of Sage Cat","Ghostzapper","Sage Cat","Take Charge Indy","03/28/2022","pregnant","Broodmare","K.O.I.D.",12000
9,3172,"Gainesway, Agent XV ","","Sammy's a Givine","04/02/2022","B    ",Colt,"Sammy's a Givine","Klimt","Givine (FR)","","","","Weanling","Big Oak Farm",1000
9,3173,"Gainesway, Agent XX ","","Glad Your Back","03/08/2013","B    ",Mare,"Glad Your Back","Speightstown","Welcome Home","Spun to Run","04/26/2022","pregnant","Broodmare","R.N.A. (22,000)",---
9,3174,"Hill 'n' Dale at Xalapa, Agent ","","Coal Front --- Golden Capture","04/09/2022","DB/BR",Filly,"","Coal Front","Golden Capture","","","","Weanling","Erica & Ashley Bloodstock",2000
9,3175,"Gainesway, Agent XVI ","","Gormley --- Grace That Abounds","04/17/2022","CH",Colt,"","Gormley","Grace That Abounds","","","","Weanling","De Luca & Sons Stable Inc.",1200
9,3176,"Brookdale Sales, Agent for Vossfeld Bloodstock ","","World of Trouble --- Gulchic","04/08/2022","B",Colt,"","World of Trouble","Gulchic","","","","Weanling","Ramiro Salazar, Agent",10000
9,3177,"Eaton Sales, Agent ","","Gypsy Grey","04/04/2014","GR/RO",Mare,"Gypsy Grey","Giant's Causeway","Sheraton Park","Midshipman","04/03/2022","pregnant","Broodmare","Kildare Stud Farm",90000
9,3178,"Eaton Sales, Agent ","","Vekoma --- Gypsy Grey","03/09/2022","GR/RO",Colt,"","Vekoma","Gypsy Grey","","","","Weanling","Christina R. Jelm, Agent",130000
9,3179,"Hill 'n' Dale at Xalapa, Agent ","","Gypsy Warrior","02/06/2019","B    ",Mare,"Gypsy Warrior","Flintshire (GB)","Restless Spirit","Kantharos","05/09/2022","pregnant","Broodmare","Hutch Holsapple",4000
9,3180,"Warrendale Sales, Agent XII ","","Harbor Mist","02/13/2009","DB/BR",Mare,"Harbor Mist","Rockport Harbor","Jaramar Miss","Rock Your World","03/29/2022","pregnant","Broodmare","R.N.A. (47,000)",---
9,3181,"Gainesway, Agent XVI ","","Wicked Belle","03/22/2022","B",Filly,"Wicked Belle","Wicked Strong","Hard On the Heart","","","","Weanling","Out",0
9,3182,"Denali Stud, Agent XX ","","Hard to Ignore","04/16/2019","CH   ",Mare,"Hard to Ignore","Hard Spun","Isabel's On It (GB)","Honor A. P.","04/23/2022","pregnant","Broodmare","Pedro Lanz",5000
9,3183,"Taylor Made Sales Agency, Agent CXLIX ","","Harlington's Rose","02/06/2011","B",Mare,"Harlington's Rose","Harlington","A Rose for You","Improbable","05/30/2022","not pregnant","Broodmare","Mark Reisinger",3700
9,3184,"Brookdale Sales, Agent ","","Heather's Dream","03/30/2009","CH",Mare,"Heather's Dream","Tale of the Cat","Princes Melissa","Global Campaign","02/21/2022","pregnant","Broodmare","Roig LLC / John Dyer, Agent",2000
9,3185,"Penn Sales ","","Helloo Regina","04/22/2013","B",Mare,"Helloo Regina","Wilburn","Valid Goddess","Tapiture","05/17/2022","pregnant","Broodmare","Out",0
9,3186,"Warrendale Sales, Agent X ","","Lift the Lid","02/27/2022","CH",Filly,"Lift the Lid","Audible","Hijaab","","","","Weanling","Finn Bloodstock",35000
9,3187,"Warrendale Sales, Agent X ","","Hijaab","03/14/2011","B",Mare,"Hijaab","Tiznow","Lorelei K","Modernist","03/29/2022","pregnant","Broodmare","Gary Patrick",4500
9,3188,"Hill 'n' Dale at Xalapa, Agent ","","World of Trouble --- Hip Ninety Three","03/13/2022","B",Filly,"","World of Trouble","Hip Ninety Three","","","","Weanling","Antigo Ranch",6000
9,3189,"Eaton Sales, Agent ","","What's Up Brother","04/11/2022","B",Colt,"What's Up Brother","Maximus Mischief","Hisse","","","","Weanling","Headlight Racing",16000
9,3190,"Gainesway, Agent XX ","","Hitech Is Back","04/22/2018","B    ",Mare,"Hitech Is Back","Outwork","Hitechnoweenie","Tapwrit","03/02/2022","pregnant","Broodmare","Blue Bear Stables",20000
9,3191,"Darby Dan Farm, Agent VII ","","Holiday for Kitten","02/26/2008","B",Mare,"Holiday for Kitten","Kitten's Joy","Blue Holiday","Tonalist","04/28/2022","pregnant","Broodmare","David Yochum",1700
9,3192,"Indian Creek, Agent ","","Frosted --- Honey Muffin","02/16/2022","B",Colt,"","Frosted","Honey Muffin","","","","Weanling","Out",0
9,3193,"Eaton Sales, Agent ","","Honor Your Honey","01/30/2017","B",Mare,"Honor Your Honey","Honor Code","Southern Honey","Rock Your World","03/04/2022","pregnant","Broodmare","K.O.I.D.",15000
9,3194,"Endeavor Farm, Agent ","","Max n' Lou","04/17/2022","B    ",Colt,"Max n' Lou","Bal a Bali (BRZ)","Hugh Achoo","","","","Weanling","Mark Tsagalakis",2000
9,3195,"Cara Bloodstock (Bernard McCormack), Agent III ","","Princess of Storm","04/24/2022","DB/BR",Filly,"Princess of Storm","Cairo Prince","Hurricane Lorraine","","","","Weanling","Out",0
9,3196,"Mulholland Springs, Agent XI ","","I B Ok","03/03/2016","B    ",Mare,"I B Ok","Animal Kingdom","Peppy Rafaela","Mo Town","05/25/2022","pregnant","Broodmare","Jorge R. Jimenez",12000
9,3197,"Mulholland Springs, Agent XI ","","Ok by Me","03/07/2022","B    ",Filly,"Ok by Me","Laoban","I B Ok","","","","Weanling","Mikelle Farm",9000
9,3198,"Indian Creek, Agent ","","Illegal Search","05/05/2006","B",Mare,"Illegal Search","Officer","Temporada","Midnight Storm","05/12/2022","pregnant","Broodmare","Out",0
9,3199,"Hunter Valley Farm, Agent ","","Inclement","02/06/2016","B    ",Mare,"Inclement","Get Stormy","Cubs Fan","Funtastic","05/08/2022","pregnant","Broodmare","Dawn Martin",1500
9,3200,"Serendipity Farm, Agent ","","Indian Beauty","03/10/2015","DB/BR",Mare,"Indian Beauty","Fast Bullet","Indian Beads","Gormley","05/07/2022","pregnant","Broodmare","R.N.A. (4,000)",---
9,3201,"Brookdale Sales, Agent ","","Indian Tale","05/07/2008","DB/BR",Mare,"Indian Tale","Tale of the Cat","Indy Power","Tacitus","04/13/2022","pregnant","Broodmare","Out",0
9,3202,"Gainesway, Agent XX ","","Ivorysgoldtreasure","04/09/2017","DB/BR",Mare,"Ivorysgoldtreasure","Treasure Beach (GB)","Gold for My Gal","Tapwrit","06/06/2022","pregnant","Broodmare","Harper Ridge Thoroughbreds",1500
9,3203,"Indian Creek, Agent ","","Jabberwock","04/23/2019","DB/BR",Filly,"Jabberwock","Creative Cause","Shea Darby","","","","Broodmare Prospect","Cruise Line LLC",10000
9,3204,"Eaton Sales, Agent ","","Raheeba","02/25/2022","CH",Filly,"Raheeba","Mastery","Jaccat","","","","Weanling","Out",0
9,3205,"Warrendale Sales, Agent XXXVI ","","Mythical Girl","03/29/2022","CH",Filly,"Mythical Girl","Cupid","Jerusalem Stone","","","","Weanling","K C Claiborne",5000
9,3206,"Warrendale Sales, Agent XXXVI ","","Jerusalem Stone","02/07/2010","CH",Mare,"Jerusalem Stone","Desert Warrior","Mythical Brownie","Echo Town","04/30/2022","pregnant","Broodmare","Chad Schumer, Agent",4000
9,3207,"KatieRich Farms ","","Journey On","02/21/2010","CH",Mare,"Journey On","Good Journey","Miss Del Mar","Honor A. P.","04/20/2022","pregnant","Broodmare","Out",0
9,3208,"Hill 'n' Dale at Xalapa, Agent ","","J P Girl","01/25/2010","CH",Mare,"J P Girl","Distorted Humor","Lady Lochinvar","Army Mule","06/14/2022","pregnant","Broodmare","Lisa Kuhlmann",7000
9,3209,"Serendipity Farm, Agent ","","Mocha Diane","04/25/2022","DB/BR",Filly,"Mocha Diane","Karakontie (JPN)","Kahana","","","","Weanling","Out",0
9,3210,"Hunter Valley Farm, Agent ","","Funtastic --- Kalani","03/22/2022","B",Colt,"","Funtastic","Kalani","","","","Weanling","Victor Davila",5500
9,3211,"Warrendale Sales, Agent XLV ","","Katie's Turn","05/01/2019","B",Filly,"Katie's Turn","Laoban","Take Me Home Too","","","","Racing or Broodmare Prospect","Out",0
9,3212,"Paramount Sales, Agent LIII ","","Kelley Marie","03/10/2010","GR/RO",Mare,"Kelley Marie","Bernstein","Regal Approval","Outwork","03/01/2022","pregnant","Broodmare","K.O.I.D.",5000
9,3213,"Paramount Sales, Agent XVII ","","Kim K","02/12/2016","CH",Mare,"Kim K","Will Take Charge","Trip for A. J.","Constitution","05/31/2022","not pregnant","Broodmare","Morris Bloodstock Services, Agent",45000
9,3214,"St George Sales, Agent I ","","Kiss in the Forest","01/13/2009","B",Mare,"Kiss in the Forest","Forest Wildcat","Hummingbird Kiss","Runhappy","04/04/2022","pregnant","Broodmare","Out",0
9,3215,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Kiteta","04/11/2012","B",Mare,"Kiteta","Smart Strike","Cosmic Wish","Win Win Win","03/04/2022","pregnant","Broodmare","Out",0
9,3216,"Denali Stud, Agent XVIII ","","La Bohemian","05/17/2019","B",Filly,"La Bohemian","Tiznow","La Rambla","","","","Broodmare Prospect","Out",0
9,3217,"Gainesway, Agent XXIV ","","La Bure (IRE)","04/12/2018","CH",Mare,"La Bure (IRE)","The Gurkha (IRE)","Way of Light (IRE)","Fog of War","03/21/2022","pregnant","Broodmare","J. Michael Baird",7000
9,3218,"Eaton Sales, Agent ","","Lady Firenze","04/26/2019","DB/BR",Filly,"Lady Firenze","American Pharoah","Handwoven","","","","Broodmare Prospect","William Nicks",2000
9,3219,"Gainesway, Agent IX ","","Lady of the House (SAF)","08/30/2013","B    ",Mare,"Lady of the House (SAF)","Dynasty (SAF)","Overarching","Karakontie (JPN)","04/15/2022","pregnant","Broodmare","Dundrum Farm, Agent",55000
9,3220,"Gainesway, Agent XXI ","","Landed Gentry","03/04/2019","B",Filly,"Landed Gentry","Classic Empire","Swap Fliparoo","","","","Racing or Broodmare Prospect","Out",0
9,3221,"Paramount Sales, Agent VIII ","","Lauded","05/13/2011","B",Mare,"Lauded","Medaglia d'Oro","Bless","Goldencents","05/17/2022","pregnant","Broodmare","K C Claiborne",4500
9,3222,"Brookdale Sales, Agent for Mesingw Farm LLC ","","Leia Organa","02/08/2018","B    ",Mare,"Leia Organa","Sky Mesa","Free Space","Alternation","04/03/2022","pregnant","Broodmare","Ricardo Rosario",3500
9,3223,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Creative Union","03/11/2022","DB/BR",Colt,"Creative Union","Unified","Let's Be Creative","","","","Weanling","Steen & Cathy Reggleson",8000
9,3224,"Indian Creek, Agent ","","Let Ur Light Shine","04/15/2019","B",Filly,"Let Ur Light Shine","Noble Mission (GB)","J'ray's Sunshine","","","","Racing or Broodmare Prospect","Out",0
9,3225,"Gainesway, Agent XVI ","","Goldencents --- Lila Ruth","02/28/2022","B",Colt,"","Goldencents","Lila Ruth","","","","Weanling","Blue Sapphire Stables",3000
9,3226,"St George Sales, Agent IX ","","Lisvernane","02/26/2008","DB/BR",Mare,"Lisvernane","Arch","Owenahincha","Dialed In","04/24/2022","pregnant","Broodmare","Out",0
9,3227,"Hermitage Farm, Agent ","","Looming Storm","03/17/2020","CH",Filly,"Looming Storm","Accelerate","Cool and Stormy","","","","Racing or Broodmare Prospect","Out",0
9,3228,"Hill 'n' Dale at Xalapa, Agent ","","Love in Tokyo","02/07/2014","DB/BR",Mare,"Love in Tokyo","Tiznow","Lisa T.","Army Mule","03/09/2022","pregnant","Broodmare","K.O.I.D.",32000
9,3229,"Paramount Sales, Agent LXXII ","","Classic Q","04/27/2022","GR/RO",Filly,"Classic Q","Classic Empire","Lovely Em","","","","Weanling","Out",0
9,3230,"Paramount Sales, Agent LXXII ","","Lovely Em","02/01/2013","GR/RO",Mare,"Lovely Em","Scat Daddy","Milagra","Mo Town","05/20/2022","pregnant","Broodmare","Hidden Brook, Agent",10000
9,3231,"Taylor Made Sales Agency, Agent CVIII ","","Love My Life","03/31/2010","B",Mare,"Love My Life","Latent Heat","Tico Breeze","Higher Power","06/02/2022","pregnant","Broodmare","William Nicks",2000
9,3232,"Eaton Sales, Agent ","","Fire Lee","02/20/2022","DB/BR",Colt,"Fire Lee","Mastery","Lucky I Guess","","","","Weanling","Big Oak Farm",2000
9,3233,"Warrendale Sales, Agent XXX ","","Lynda's Rage","02/25/2011","CH",Mare,"Lynda's Rage","Sky Mesa","Vanquished","Beau Liam","03/04/2022","pregnant","Broodmare","Out",0
9,3234,"Wynnstay Sales, Agent IV ","","Madoffwiththecash","03/30/2009","B",Mare,"Madoffwiththecash","Dixie Union","Zepa","Honest Mischief","06/05/2022","pregnant","Broodmare","William Nicks",1000
9,3235,"Taylor Made Sales Agency, Agent for the Dispersal of Emerald Edge Stud","","Simply Disregarded","03/30/2022","DB/BR",Colt,"Simply Disregarded","Instilled Regard","Mag's Holiday","","","","Weanling","Oscar Sanchez",17000
9,3236,"Taylor Made Sales Agency, Agent for the Dispersal of Emerald Edge Stud","","Mag's Holiday","02/23/2012","DB/BR",Mare,"Mag's Holiday","Harlan's Holiday","Hadley","Instilled Regard","05/17/2022","pregnant","Broodmare","Servicios Y Construcciones La Esmeralda, LLC",7000
9,3237,"St George Sales, Agent XIV ","","Heart to Heart --- Mahvelous Kitten","03/22/2022","B",Colt,"","Heart to Heart","Mahvelous Kitten","","","","Weanling","Antigo Ranch",6000
9,3238,"Denali Stud, Agent XX ","","Maine Kitty Cat","04/25/2019","CH",Filly,"Maine Kitty Cat","Speightstown","Emotional Kitten","","","","Broodmare Prospect","Eric Moreau-Sipiere",10000
9,3239,"Denali Stud, Agent IV ","","Majestic Gale","03/22/2014","B    ",Mare,"Majestic Gale","Majestic Warrior","Crystal Minuet","Collected","04/13/2022","pregnant","Broodmare","K.O.I.D.",10000
9,3240,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Majestic Princess","03/29/2017","B    ",Mare,"Majestic Princess","Cairo Prince","Majestic Rosette","Preservationist","05/31/2022","pregnant","Broodmare","Maria M Haire",2000
9,3241,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Misty Sunday","04/03/2022","B    ",Filly,"Misty Sunday","American Freedom","Majestic Princess","","","","Weanling","Chapman and Tsujimoto",1000
9,3242,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","Majestic Smile","03/14/2013","DB/BR",Mare,"Majestic Smile","Majesticperfection","Silver Comic","Collected","05/20/2022","pregnant","Broodmare","Harper Ridge Thoroughbreds",4000
9,3243,"Warrendale Sales, Agent XLV ","","Malibu Stella","05/05/2014","B",Mare,"Malibu Stella","Malibu Moon","Pro Pink","","","not mated","Broodmare","Out",0
9,3244,"Darby Dan Farm, Agent VII ","","Maritime Empire","04/26/2018","DB/BR",Mare,"Maritime Empire","Empire Maker","One Stormy Mama","Tonalist","04/24/2022","not pregnant","Broodmare","R.N.A. (24,000)",---
9,3245,"Mulholland Springs, Agent XV ","","Divine Peace","02/02/2022","CH",Colt,"Divine Peace","Caracaro","Market Buzz","","","","Weanling","Out",0
9,3246,"Hermitage Farm, Agent for the Estate of J. David Richardson, et al.","","Market Magic","04/22/2011","DB/BR",Mare,"Market Magic","After Market","Bright Magic","Improbable","05/09/2022","not pregnant","Broodmare","7 + 7 Partners",17000
9,3247,"Brereton C. Jones/Airdrie Stud, Inc., Agent ","","American Freedom --- Mark's Miss","02/25/2022","B    ",Colt,"","American Freedom","Mark's Miss","","","","Weanling","Bella Racing",2500
9,3248,"Hill 'n' Dale at Xalapa, Agent ","","Marwoods War","03/27/2016","B",Mare,"Marwoods War","Declaration of War","Marwood","Modernist","05/01/2022","pregnant","Broodmare","Out",0
9,3249,"Cara Bloodstock (Bernard McCormack), Agent I ","","Mazucambera","04/03/2008","DB/BR",Mare,"Mazucambera","Milwaukee Brew","Zip Zip Boom","Goldencents","04/20/2022","pregnant","Broodmare","Jay Adcock",13000
9,3250,"Darby Dan Farm, Agent VII ","","Mean Irene","03/22/2013","DB/BR",Mare,"Mean Irene","Scat Daddy","Mean Imogene","Daredevil","05/25/2022","not pregnant","Broodmare","McMahon & Hill Bloodstock, Agent",10000
